Code,Description (English),বর্ণনা,
3511303,Electrification subsidy,বিদ্যুৎ ভরতুকি,
3511304,Other subsidies,অন্যান্য ভরতুকি,
3512,To financial public corporations,সরকারি আর্থিক প্রতিষ্ঠানকে দেয় ভরতুকি,
35121,Subsidy on loan/interest of loan,ঋণ/ঋণের সুদের ওপর ভরতুকি,
3512101,Agriculture loan,কৃষি ঋণ,
3512102,Subsidy to group insurance,যৌথবিমা ভরতুকি,
3512103,Subsidy to Interest on house building loan to Government employees,সরকারি কর্মচারীদের গৃহনির্মাণ ঋণের সুদের ওপর ভরতুকি,
352,To private enterprises,বেসরকারি প্রতিষ্ঠানকে দেয় ভরতুকি,
3521,Private nonfinancial enterprises,বেসরকারি অআর্থিক প্রতিষ্ঠানকে দেয় ভরতুকি,
35211,Primary production subsidy,প্রাথমিক উৎপাদনে দেয় ভরতুকি,
3521101,Agriculture subsidy,কৃষি ভরতুকি,
3521102,Fertilizer subsidy,সার ভরতুকি,
3521103,Food subsidy,খাদ্য ভরতুকি,
3521104,Fuel subsidy,জ্বালানি ভরতুকি,
35212,Export subsidy,রপ্তানি ভরতুকি,
3521201,General export subsidy,সাধারণ রপ্তানি ভরতুকি,
3521202,Jute goods export subsidy,পাটজাতদ্রব্য রপ্তানি ভরতুকি,
35213,Other subsidies,অন্যান্য ভরতুকি,
3521301,Hajj flights subsidy,হজ ফ্লাইট বাবদ ভরতুকি,
3521302,Inland water transport subsidy,অভ্যন্তরীণ নৌ পরিবহণ ভরতুকি,
3521303,Electrification subsidy,বিদ্যুৎ ভরতুকি,
3522,Private financial enterprises,বেসরকারি আর্থিক প্রতিষ্ঠান,
3523,To other sectors,অন্যান্য খাত,
36,Grants,অনুদান,
361,To foreign governments,বৈদিশিক সরকারকে দেয় অনুদান,
3611,Current,আবর্তক,
3612,Capital,মূলধন,
362,To international organizations,আন্তর্জাতিক সংগঠনকে দেয় অনুদান,
3621,Current,আবর্তক,
3622,Capital,মূলধন,
363,Grants to other general government units,অন্যান্য সাধারণ সরকারি প্রতিষ্ঠানকে দেয় অনুদান,
3631,Current grants,আবর্তক অনুদান,
36311,General Grant,সাধারণ অনুদান,
3631101,Salary support,বেতন বাবদ সহায়তা,
3631102,Allowance support,ভাতাদি বাবদ সহায়তা,
3631103,Goods and service support,পণ্য ও সেবা বাবদ সহায়তা,
3631104,Pension and retirement benefit support,পেনশন ও অবসর সুবিধা সহায়তা,
3631105,Honourarium Grant,সম্মানী বাবদ সহায়তা,
3631106,Revolving fund grant,ঘূর্ণায়মান তহবিল অনুদান,
3631107,Special grant,বিশেষ অনুদান,
3631108,Research grant,গবেষণা অনুদান,
3631109,Primary health care services grant,প্রাথমিক স্বাস্থ্যসেবা বাবদ সহায়তা,
3631199,Other grant,অন্যান্য অনুদান,
3632,Capital grants,মূলধন অনুদান,
36321,Capital grants,মূলধন অনুদান,
3632101,Project grant,প্রকল্প অনুদান,
3632102,Machinery grant,যন্ত্রপাতি অনুদান,
3632103,Vehicle grant,যানবাহন‌ বাবদ অনুদান,
3632104,Grant for building and structure,ভবন ও স্থাপনা নির্মাণ অনুদান,
3632105,ICT grant,তথ্য যোগাযোগ প্রযুক্তি অনুদান,
3632106,Other capital grant,অন্যান্য মূলধন অনুদান,
3632107,Development project support ,উন্নয়ন প্রকল্প সহায়তা,
37,Social benefits,সামাজিক সুবিধাদি,
371,Social security benefits,সামাজিক নিরাপত্তা সুবিধাদি,
3711,Social security benefits in cash,নগদ সামাজিক নিরাপত্তা সুবিধাদি,
3712,Social security benefits in kind,অনগদ সামাজিক নিরাপত্তা সুবিধাদি,
372,Social assistance benefits,সামাজিক সহায়তা সুবিধাদি,
3721,Social assistance benefits in cash,নগদ সামাজিক সহায়তা সুবিধাদি,
37211,Social assistance benefits in cash,নগদ সামাজিক সহায়তা সুবিধাদি,
3721101,Relief work (cash),ত্রাণ কার্য (নগদ),
3721102,Welfare Grants,কল্যাণ অনুদান,
3721103,Burial grant,দাফন বাবদ অনুদান,
3721105,Grant for medical treatment,চিকিৎসা অনুদান,
3721106,Old age pension,বয়স্কদের অবসর ভাতা,
3721107,Pension for meritorious and praiseworthy deeds,প্রশংসাযোগ্য ও কৃতিত্বপূর্ণ কাজের জন্য অবসর ভাতা,
3721108,Grants (Cash),অনুদান (নগদ),
3721109,Child food,শিশু খাদ্য,
3721110,Cattle food,গো-খাদ্য,
3721111,Transportation of dead body,মরদেহ পরিবহন,
3721112,Contributory provident fund grant,কন্ট্রিবিউটরি প্রভিডেন্ট ফান্ড অনুদান,
3722,Social assistance benefits in kind,অনগদ সামাজিক সহায়তা সুবিধাদি,
37221,Social assistance benefits in kind,অনগদ সামাজিক সহায়তা সুবিধাদি,
3722101,Relief work (rice),ত্রাণ কার্য (চাল),
3722102,Relief work (wheat),ত্রাণ কার্য (গম),
3722103,Corrugated sheets,ঢেউটিন,
3722104,Blanket,কম্বল,
3722105,School feeding,স্কুল ফিডিং,
373,Employment-related social benefits,চাকরি সম্পর্কীয় সামাজিক সুবিধাদি,
3731,Employment-related social benefits in cash,চাকরি সম্পর্কীয় নগদ সামাজিক সুবিধাদি,
37311,Employment-related social benefits in cash,চাকরি সম্পর্কীয় নগদ সামাজিক সুবিধাদি,
3731101,Gratuity,আনুতোষিক,
3731102,Pension (commutation),অবসর ভাতা (কমিউটেশন),
3731103,Pension,অবসর ভাতা,
3731104,Medical allowance to pensioners,অবসর ভাতাভোগীদের চিকিৎসা সুবিধা,
3731105,Dearness allowance to pensioners,অবসর ভাতাভোগীদের মহার্ঘ ভাতা,
3731106,Festival allowance to pensioners,অবসর ভাতাভোগীদের উৎসব ভাতা,
3731107,Ration allowance to pensioners,অবসর ভাতাভোগীদের রেশন ভাতা,
3731108,Bangla new year allowance to pensioner,অবসর ভাতাভোগীদের বাংলা নববর্ষ ভাতা,
3731109,Retirement allowance for praiseworthy deeds,প্রশংসাসূচক কাজের জন্য অবসর ভাতা,
3731110,Medal allowance for pensioners,পেনশনারদের জন্য পদক ভাতা,
3731111,Child allowance for pensioners,পেনশনারদের জন্য শিশু ভাতা,
3731112,Batsman allowance,ব্যাটসম্যান ভাতা,
3732,Employment-related social benefits in kind,চাকরি সম্পর্কীয় অনগদ সামাজিক সুবিধাদি,
38,Other expenses,অন্যান্য ব্যয়,
381,Property expense other than interest,সুদ ব্যতীত সম্পত্তি ব্যয়,
3811,Dividends,লভ্যাংশ,
38111,To nonresidents,অনিবাসীদেরকে দেয় লভ্যাংশ,
38112,To residents,নিবাসীদেরকে দেয় লভ্যাংশ,
3812,Withdrawals from income of quasi-corporations,কুয়াসি-কর্পোরেশনের আয় থেকে প্রত্যাহার,
3813,Property expense for investment income disbursements,বিনিয়োগ আয় বণ্টনের জন্য সম্পত্তি ব্যয়,
3814,Rent,ভাড়া,
3815,Reinvested earnings on foreign direct investment,প্রত্যক্ষ বিদেশি বিনিয়োগের ওপর পুনর্বিনিয়োগকৃত আয়,
382,Transfers not elsewhere classified,স্থানান্তর যা অন্যত্র শ্রেণিবদ্ধ নয়,
3821,Current transfers not elsewhere classified,আবর্তক স্থানান্তর যা অন্যত্র শ্রেণিবদ্ধ নয়,
38211,Other miscellaneous expenditure,অন্যান্য বিবিধ ব্যয়,
3821101,Customs duty,কাস্টমস শুল্ক,
